idx,run,n_correct,n_parseable,pass1,pass8,avg_response_len,has_marker_count,marker_rate,min_rel_err,avg_rel_err,has_near_miss,consistency,most_common_pred,gibberish_count
60,combined_ab,0,0,False,False,148.5,0,0.0,,,0,0.0,,0
61,combined_ab,1,1,True,True,145.0,1,0.125,,,0,0.125,540,0
62,combined_ab,3,6,True,True,196.0,6,0.75,0.36363636363636365,0.7727272727272728,0,0.375,110,0
63,combined_ab,0,1,False,False,223.5,1,0.125,1.5,1.5,0,0.125,50,0
64,combined_ab,1,8,False,True,301.125,8,1.0,0.5,3.1744897959183676,0,0.25,280,0
65,combined_ab,3,3,False,True,313.875,3,0.375,,,0,0.375,24,0
66,combined_ab,0,3,False,False,257.0,3,0.375,0.18181818181818182,0.42424242424242425,0,0.25,10,0
67,combined_ab,0,8,False,False,231.5,8,1.0,3.0,11.53125,0,0.5,60,0
68,combined_ab,1,8,True,True,289.625,8,1.0,0.22727272727272727,1.2467532467532467,0,0.5,66,0
69,combined_ab,0,4,False,False,179.0,4,0.5,0.5625,0.79296875,0,0.125,4,2
70,combined_ab,0,5,False,False,245.875,5,0.625,0.9428571428571428,4.073419047619048,0,0.125,0.525,0
71,combined_ab,5,7,True,True,317.625,7,0.875,1.0,1.0,0,0.625,10,0
72,combined_ab,0,0,False,False,226.25,0,0.0,,,0,0.0,,4
73,combined_ab,6,8,True,True,321.875,8,1.0,0.2857142857142857,0.5571428571428572,0,0.75,140,0
74,combined_ab,4,7,False,True,195.625,7,0.875,0.6666666666666666,1.4444444444444444,0,0.5,720,0
75,combined_ab,0,0,False,False,125.875,0,0.0,,,0,0.0,,2
76,combined_ab,0,3,False,False,352.5,3,0.375,0.25,0.4583333333333333,0,0.125,10,0
77,combined_ab,0,8,False,False,392.875,8,1.0,0.35,0.65625,0,0.75,35,0
78,combined_ab,0,7,False,False,405.625,7,0.875,0.014492753623188406,0.6211180124223602,1,0.25,180,0
79,combined_ab,0,3,False,False,174.5,3,0.375,0.7542857142857143,1.3942857142857141,0,0.25,475,2
80,combined_ab,6,8,True,True,260.875,8,1.0,0.75,0.8125,0,0.75,64,0
81,combined_ab,0,1,False,False,202.25,1,0.125,0.9785714285714285,0.9785714285714285,0,0.125,120,1
82,combined_ab,1,5,True,True,278.75,5,0.625,0.16666666666666666,0.16666666666666666,0,0.5,840,1
83,combined_ab,0,7,False,False,340.375,7,0.875,0.15384615384615385,19.05311355311355,0,0.25,480,0
84,combined_ab,5,5,False,True,172.75,5,0.625,,,0,0.625,60,1
85,combined_ab,0,2,False,False,403.125,2,0.25,0.4,0.6066666666666667,0,0.125,270,0
86,combined_ab,0,8,False,False,436.75,8,1.0,0.2,0.925,0,0.25,12000,0
87,combined_ab,0,7,False,False,430.25,7,0.875,0.26436781609195403,0.5914614121510672,0,0.25,55000,0
88,combined_ab,0,6,False,False,294.125,6,0.75,0.3333333333333333,0.8277777777777776,0,0.125,65,0
89,combined_ab,1,1,False,True,258.125,1,0.125,,,0,0.125,9,1
90,combined_ab,1,5,True,True,430.375,5,0.625,0.25,0.4166666666666667,0,0.25,45,0
91,combined_ab,0,8,False,False,251.0,8,1.0,0.16666666666666666,0.5364583333333333,0,0.625,9,0
92,combined_ab,0,5,False,False,332.875,5,0.625,0.4897959183673469,0.931725417439703,0,0.125,150,0
93,combined_ab,1,7,True,True,458.75,7,0.875,0.8888888888888888,7.37037037037037,0,0.125,18,0
94,combined_ab,0,8,False,False,415.0,8,1.0,0.14285714285714285,0.7767857142857143,0,0.25,8,0
95,combined_ab,0,8,False,False,259.875,8,1.0,0.5,0.6458333333333333,0,0.875,100,0
96,combined_ab,0,2,False,False,220.375,2,0.25,0.16666666666666666,0.48703703703703705,0,0.125,208,1
97,combined_ab,0,1,False,False,192.0,1,0.125,0.38144329896907214,0.38144329896907214,0,0.125,180,1
98,combined_ab,1,1,True,True,259.25,1,0.125,,,0,0.125,70,0
99,combined_ab,4,6,False,True,194.75,6,0.75,1.0,1.0,0,0.5,63,0
100,combined_ab,2,3,False,True,176.0,3,0.375,7.0,7.0,0,0.25,26,0
101,combined_ab,0,1,False,False,322.875,1,0.125,0.9992,0.9992,0,0.125,0.6,1
102,combined_ab,0,2,False,False,313.375,2,0.25,0.2222222222222222,0.3333333333333333,0,0.125,30,0
103,combined_ab,0,8,False,False,387.25,8,1.0,0.14583333333333334,0.47916666666666674,0,0.25,22,0
104,combined_ab,1,4,False,True,223.625,4,0.5,0.05970149253731343,0.06467661691542288,1,0.25,63,1
105,combined_ab,0,3,False,False,231.75,3,0.375,0.1875,0.4583333333333333,0,0.125,2,0
106,combined_ab,1,5,False,True,374.0,5,0.625,0.25,2.53125,0,0.125,36,0
107,combined_ab,0,4,False,False,219.875,4,0.5,0.6,3.2499999999999996,0,0.25,6,1
108,combined_ab,0,5,False,False,296.25,5,0.625,0.05263157894736842,0.7578947368421052,1,0.375,4,0
109,combined_ab,0,6,False,False,285.25,6,0.75,0.38095238095238093,0.4761904761904762,0,0.5,11,0
110,combined_ab,2,2,True,True,267.625,2,0.25,,,0,0.25,600,0
111,combined_ab,0,3,False,False,218.125,3,0.375,5.5,89.33333333333333,0,0.125,136,3
112,combined_ab,0,5,False,False,360.875,5,0.625,0.25,0.75,0,0.25,5,0
113,combined_ab,0,2,False,False,218.125,2,0.25,0.5192307692307693,0.7403846153846154,0,0.125,50,2
114,combined_ab,0,6,False,False,281.75,6,0.75,0.1,0.5333333333333332,0,0.25,7,1
115,combined_ab,0,1,False,False,260.375,1,0.125,0.2,0.2,0,0.125,60,2
116,combined_ab,4,7,True,True,226.75,7,0.875,0.3333333333333333,1.388888888888889,0,0.5,6,0
117,combined_ab,3,4,False,True,391.0,4,0.5,0.75,0.75,0,0.375,20000,0
118,combined_ab,0,7,False,False,257.75,7,0.875,0.6,1.5625,0,0.125,320,0
119,combined_ab,0,7,False,False,351.125,7,0.875,0.6666666666666666,1.4476190476190476,0,0.375,15,0
120,combined_ab,0,7,False,False,245.625,7,0.875,0.013888888888888888,0.04761904761904762,1,0.375,282,0
121,combined_ab,2,6,False,True,564.25,6,0.75,1.0,14.5,0,0.25,40,0
122,combined_ab,0,8,False,False,242.875,8,1.0,0.06616541353383458,0.6825187969924812,1,0.125,598,0
123,combined_ab,0,2,False,False,154.25,2,0.25,0.67,0.79,0,0.125,66,3
124,combined_ab,3,4,True,True,250.25,4,0.5,1.0,1.0,0,0.375,20,0
125,combined_ab,1,4,False,True,168.25,4,0.5,0.5,1.0,0,0.125,50,0
126,combined_ab,0,5,False,False,233.875,5,0.625,0.3333333333333333,0.8,0,0.375,48,1
127,combined_ab,0,1,False,False,450.375,1,0.125,4.0,4.0,0,0.125,10,1
128,combined_ab,1,6,False,True,234.625,6,0.75,0.25,0.3,0,0.5,6,0
129,combined_ab,0,4,False,False,201.25,4,0.5,0.05,0.325,1,0.25,25,1
130,combined_ab,0,0,False,False,249.0,0,0.0,,,0,0.0,,0
131,combined_ab,0,4,False,False,400.125,4,0.5,0.6149732620320856,0.8703208556149732,0,0.125,730,0
132,combined_ab,0,5,False,False,353.375,5,0.625,0.375,1.5675000000000001,0,0.25,50,0
133,combined_ab,0,7,False,False,303.125,7,0.875,0.03896103896103896,0.5074211502782932,1,0.375,5400,0
134,combined_ab,0,3,False,False,209.375,3,0.375,0.45,0.65,0,0.125,33,0
135,combined_ab,0,2,False,False,288.25,2,0.25,0.9090909090909091,1.0,0,0.125,23,0
136,combined_ab,0,7,False,False,380.25,7,0.875,0.5,1.457142857142857,0,0.25,80,0
137,combined_ab,0,4,False,False,348.875,4,0.5,0.375,1.8125,0,0.125,32,0
138,combined_ab,0,5,False,False,312.875,5,0.625,0.1702127659574468,0.4085106382978723,0,0.125,22,1
139,combined_ab,0,0,False,False,255.125,0,0.0,,,0,0.0,,0
140,combined_ab,0,0,False,False,164.0,0,0.0,,,0,0.0,,3
141,combined_ab,0,0,False,False,202.625,0,0.0,,,0,0.0,,1
142,combined_ab,0,4,False,False,302.125,4,0.5,0.028169014084507043,0.05985915492957747,1,0.375,132,0
143,combined_ab,0,6,False,False,269.125,6,0.75,0.10434782608695652,0.32463768115942027,0,0.25,900,0
144,combined_ab,0,7,False,False,233.625,7,0.875,0.11764705882352941,0.16806722689075632,0,0.625,60,0
145,combined_ab,0,8,False,False,412.75,8,1.0,0.0625,10.8671875,1,0.375,15,0
146,combined_ab,0,8,False,False,435.5,8,1.0,0.2418478260869565,0.8308423913043479,0,0.125,1988,0
147,combined_ab,1,8,False,True,352.375,8,1.0,0.18518518518518517,0.21693121693121692,0,0.625,22,0
148,combined_ab,0,4,False,False,423.625,4,0.5,0.2647058823529412,294.4852941176471,0,0.125,50,0
149,combined_ab,1,7,False,True,293.25,7,0.875,0.25,0.5208333333333334,0,0.375,16,0
150,combined_ab,0,7,False,False,265.125,7,0.875,0.1,0.5,0,0.25,14,0
151,combined_ab,0,8,False,False,317.375,8,1.0,0.29791666666666666,0.6205729166666666,0,0.25,250,0
152,combined_ab,0,1,False,False,397.375,1,0.125,0.8181818181818182,0.8181818181818182,0,0.125,200,0
153,combined_ab,0,0,False,False,111.125,0,0.0,,,0,0.0,,0
154,combined_ab,0,7,False,False,459.5,7,0.875,0.3118279569892473,0.7711213517665131,0,0.25,64,0
155,combined_ab,1,8,False,True,344.875,8,1.0,0.6,2.0571428571428574,0,0.5,16,0
156,combined_ab,0,8,False,False,364.625,8,1.0,0.14285714285714285,0.14285714285714285,0,0.875,16,0
157,combined_ab,0,5,False,False,292.375,5,0.625,0.8,2.9552,0,0.25,32,1
158,combined_ab,1,7,True,True,281.375,7,0.875,0.125,0.3958333333333333,0,0.5,55,0
159,combined_ab,6,6,False,True,282.625,6,0.75,,,0,0.75,4,0
160,combined_ab,0,6,False,False,299.75,7,0.875,0.04,1.5439999999999996,1,0.125,7150,0
161,combined_ab,8,8,True,True,262.25,8,1.0,,,0,1.0,5,0
162,combined_ab,0,0,False,False,247.5,0,0.0,,,0,0.0,,4
163,combined_ab,0,2,False,False,146.75,2,0.25,0.38823529411764707,0.4882352941176471,0,0.125,35,1
164,combined_ab,0,6,False,False,414.0,6,0.75,0.2,3.6999999999999997,0,0.25,150,0
165,combined_ab,2,7,False,True,273.875,7,0.875,0.55,2.5900000000000003,0,0.25,20,1
166,combined_ab,0,3,False,False,201.875,3,0.375,0.0625,0.20138888888888892,1,0.125,45,1
167,combined_ab,0,0,False,False,163.375,0,0.0,,,0,0.0,,0
168,combined_ab,0,7,False,False,507.25,7,0.875,0.0975609756097561,128.18118466898957,1,0.25,74,0
169,combined_ab,1,6,False,True,209.25,6,0.75,0.3333333333333333,7.733333333333334,0,0.125,495,0
170,combined_ab,0,8,False,False,225.75,8,1.0,0.041666666666666664,38.386067708333336,1,0.125,1260,0
171,combined_ab,0,8,False,False,257.125,8,1.0,0.3333333333333333,0.6916666666666667,0,0.375,5,0
172,combined_ab,0,7,False,False,168.625,7,0.875,0.1320754716981132,0.6711590296495957,0,0.5,20,0
173,combined_ab,0,7,False,False,372.375,7,0.875,0.07142857142857142,0.6428571428571429,1,0.25,4,0
174,combined_ab,0,8,False,False,353.25,8,1.0,0.5294117647058824,1.8955882352941176,0,0.125,2.4,0
175,combined_ab,1,8,True,True,380.375,8,1.0,0.09090909090909091,0.5692640692640693,1,0.375,30,0
176,combined_ab,3,8,False,True,366.875,8,1.0,12.0,12.0,0,0.625,260,0
177,combined_ab,0,5,False,False,235.625,5,0.625,0.5238095238095238,1.280952380952381,0,0.125,20,0
178,combined_ab,0,7,False,False,448.375,7,0.875,0.13333333333333333,0.880952380952381,0,0.25,34,0
179,combined_ab,0,3,False,False,271.25,3,0.375,1.0,1.0,0,0.375,30,0
180,combined_ab,0,7,False,False,395.25,7,0.875,0.0625,0.1875,1,0.375,11,0
181,combined_ab,0,4,False,False,319.125,4,0.5,0.21115537848605578,0.4203187250996016,0,0.125,327,0
182,combined_ab,0,6,False,False,330.625,6,0.75,0.22857142857142856,0.6047619047619047,0,0.25,135,0
183,combined_ab,0,2,False,False,197.5,2,0.25,0.09375,0.265625,1,0.125,35,4
184,combined_ab,0,3,False,False,302.625,3,0.375,0.1,0.2333333333333333,0,0.125,65,2
185,combined_ab,0,7,False,False,247.875,7,0.875,0.45454545454545453,0.8800865800865801,0,0.375,15000,1
186,combined_ab,0,1,False,False,97.25,1,0.125,0.8666666666666667,0.8666666666666667,0,0.125,6,2
187,combined_ab,1,6,False,True,316.5,6,0.75,0.4166666666666667,25.35,0,0.25,2,0
188,combined_ab,2,8,False,True,246.75,8,1.0,0.16666666666666666,0.3055555555555555,0,0.625,12,0
189,combined_ab,0,3,False,False,200.25,3,0.375,2.7333333333333334,2.9111111111111114,0,0.25,300,1
190,combined_ab,4,4,False,True,230.25,4,0.5,,,0,0.5,21,1
191,combined_ab,7,7,True,True,156.5,7,0.875,,,0,0.875,240,1
192,combined_ab,0,6,False,False,381.875,6,0.75,0.10909090909090909,0.2636363636363636,0,0.125,26,0
193,combined_ab,0,7,False,False,198.5,7,0.875,0.11224489795918367,0.38338192419825073,0,0.5,290,0
194,combined_ab,0,7,False,False,305.0,7,0.875,0.5,117.58571428571429,0,0.125,7150,1
195,combined_ab,3,8,True,True,407.625,8,1.0,0.5555555555555556,0.7456790123456789,0,0.375,81,0
196,combined_ab,0,1,False,False,297.875,1,0.125,0.1,0.1,0,0.125,225,0
197,combined_ab,8,8,True,True,222.125,8,1.0,,,0,1.0,800,0
198,combined_ab,0,8,False,False,361.0,8,1.0,1.5,20.0625,0,0.25,14,0
199,combined_ab,0,6,False,False,388.5,6,0.75,0.21428571428571427,3.1666666666666665,0,0.25,17000,1
200,combined_ab,0,6,False,False,291.375,6,0.75,0.25,4.041666666666667,0,0.25,21,0
201,combined_ab,6,8,True,True,300.375,8,1.0,0.2,0.2,0,0.75,250,0
202,combined_ab,0,6,False,False,528.25,6,0.75,0.01639344262295082,0.290528233151184,1,0.25,360,0
203,combined_ab,0,6,False,False,299.125,6,0.75,0.04,0.17666666666666667,1,0.125,90,0
204,combined_ab,0,8,False,False,339.625,8,1.0,0.14285714285714285,0.1964285714285714,0,0.625,8,0
205,combined_ab,0,5,False,False,196.75,5,0.625,0.5370370370370371,0.7037037037037038,0,0.25,13,1
206,combined_ab,0,6,False,False,217.0,6,0.75,0.2,0.6952380952380953,0,0.375,10,0
207,combined_ab,0,8,False,False,241.75,8,1.0,0.02197802197802198,0.3617216117216117,1,0.125,90,0
208,combined_ab,0,4,False,False,367.25,4,0.5,0.3333333333333333,0.36666666666666664,0,0.375,800,0
209,combined_ab,0,6,False,False,331.625,6,0.75,0.13333333333333333,4.377777777777777,0,0.125,35,0
210,combined_ab,0,6,False,False,299.75,6,0.75,0.08955223880597014,0.4915422885572139,1,0.125,145,0
211,combined_ab,7,7,False,True,192.875,7,0.875,,,0,0.875,300,0
212,combined_ab,0,7,False,False,285.125,8,1.0,4.0,13.571428571428571,0,0.25,19,0
213,combined_ab,8,8,True,True,318.25,8,1.0,,,0,1.0,300,0
214,combined_ab,0,6,False,False,223.5,6,0.75,0.03015075376884422,0.37772194304857615,1,0.125,22,0
215,combined_ab,0,5,False,False,173.875,5,0.625,0.3333333333333333,0.6444444444444444,0,0.125,12,1
216,combined_ab,0,4,False,False,324.25,4,0.5,0.6666666666666666,0.8918981481481482,0,0.125,14400,1
217,combined_ab,2,3,False,True,135.875,3,0.375,0.49230769230769234,0.49230769230769234,0,0.25,130,3
218,combined_ab,0,7,False,False,203.625,7,0.875,0.5454545454545454,0.6493506493506492,0,0.625,170,0
219,combined_ab,1,8,False,True,433.375,8,1.0,0.16666666666666666,0.3333333333333333,0,0.375,5,0
220,combined_ab,7,7,True,True,206.0,7,0.875,,,0,0.875,30,0
221,combined_ab,0,0,False,False,204.625,0,0.0,,,0,0.0,,0
222,combined_ab,2,8,True,True,358.875,8,1.0,0.85,0.9583333333333334,0,0.5,160,0
223,combined_ab,4,6,False,True,245.625,6,0.75,0.3333333333333333,0.3333333333333333,0,0.5,18,1
224,combined_ab,8,8,True,True,231.125,8,1.0,,,0,1.0,5,0
225,combined_ab,0,6,False,False,380.75,6,0.75,0.14285714285714285,0.28571428571428564,0,0.375,5,0
226,combined_ab,0,8,False,False,330.625,8,1.0,0.4,0.782,0,0.25,30,0
227,combined_ab,8,8,True,True,221.5,8,1.0,,,0,1.0,300,0
228,combined_ab,7,7,True,True,233.625,7,0.875,,,0,0.875,22,0
229,combined_ab,0,4,False,False,230.125,4,0.5,0.15,0.1625,0,0.375,23,0
230,combined_ab,0,0,False,False,468.25,0,0.0,,,0,0.0,,0
231,combined_ab,0,4,False,False,182.5,4,0.5,0.8499090357792601,0.9310908126137053,0,0.125,9900,1
232,combined_ab,4,7,True,True,297.375,7,0.875,0.1,0.11666666666666665,0,0.5,20,0
233,combined_ab,0,2,False,False,268.25,2,0.25,0.36470588235294116,0.6647058823529411,0,0.125,75,2
234,combined_ab,0,6,False,False,380.0,6,0.75,0.15454545454545454,3.065151515151515,0,0.25,7500,0
235,combined_ab,1,8,False,True,332.75,8,1.0,0.14285714285714285,0.836734693877551,0,0.5,30,0
236,combined_ab,3,6,False,True,226.625,6,0.75,0.3333333333333333,0.4444444444444444,0,0.375,3,2
237,combined_ab,0,0,False,False,246.375,0,0.0,,,0,0.0,,0
238,combined_ab,2,4,True,True,174.5,4,0.5,0.9,9.95,0,0.25,2400,1
239,combined_ab,0,2,False,False,281.5,2,0.25,0.07142857142857142,0.4464285714285714,1,0.125,26,1
240,combined_ab,1,8,False,True,262.375,8,1.0,0.3333333333333333,0.8119047619047619,0,0.375,6000,0
241,combined_ab,0,4,False,False,372.25,4,0.5,0.5,0.7875,0,0.125,38,2
242,combined_ab,2,2,True,True,218.375,2,0.25,,,0,0.25,88,0
243,combined_ab,0,7,False,False,406.375,7,0.875,0.4,0.6361904761904762,0,0.125,45,0
244,combined_ab,2,7,False,True,277.25,7,0.875,0.4,0.54,0,0.25,3,0
245,combined_ab,0,4,False,False,309.75,4,0.5,0.2,0.8500000000000001,0,0.25,45,0
246,combined_ab,0,5,False,False,213.125,5,0.625,0.1111111111111111,0.4222222222222222,0,0.375,40,0
247,combined_ab,0,2,False,False,365.375,2,0.25,0.024793388429752067,0.028925619834710745,1,0.125,1170,0
248,combined_ab,0,2,False,False,166.375,2,0.25,0.07692307692307693,0.15384615384615385,1,0.125,10,2
249,combined_ab,0,1,False,False,180.375,1,0.125,0.8461538461538461,0.8461538461538461,0,0.125,40,2
250,combined_ab,0,8,False,False,531.625,8,1.0,0.19642857142857142,2.7700892857142856,0,0.25,41,0
251,combined_ab,0,8,False,False,415.5,8,1.0,0.16666666666666666,0.34375,0,0.375,40,0
252,combined_ab,0,1,False,False,190.25,1,0.125,0.5,0.5,0,0.125,35,2
253,combined_ab,0,0,False,False,177.625,0,0.0,,,0,0.0,,1
254,combined_ab,0,1,False,False,136.375,1,0.125,0.6666666666666666,0.6666666666666666,0,0.125,3,0
255,combined_ab,0,7,False,False,405.0,7,0.875,0.1,4.192857142857143,0,0.25,40,0
256,combined_ab,2,2,False,True,266.375,2,0.25,,,0,0.25,3,0
257,combined_ab,1,6,False,True,278.375,6,0.75,0.09090909090909091,0.11818181818181817,1,0.375,480,1
258,combined_ab,0,5,False,False,222.375,5,0.625,0.2638888888888889,6.56111111111111,0,0.375,728,0
259,combined_ab,0,5,False,False,377.75,5,0.625,0.5,2.6,0,0.25,3,0
260,combined_ab,1,7,False,True,357.25,7,0.875,0.5555555555555556,5.037037037037038,0,0.375,50,0
261,combined_ab,0,8,False,False,334.125,8,1.0,0.05851063829787234,0.09840425531914894,1,0.375,177,0
262,combined_ab,0,7,False,False,316.875,8,1.0,1.5,4.946428571428571,0,0.125,110,0
263,combined_ab,0,5,False,False,206.75,5,0.625,0.6666666666666666,0.9155555555555555,0,0.25,3,0
264,combined_ab,0,8,False,False,177.0,8,1.0,0.05,0.646875,1,0.375,10,0
265,combined_ab,0,4,False,False,213.25,4,0.5,0.047619047619047616,0.3571428571428571,1,0.25,28,1
266,combined_ab,0,1,False,False,179.25,1,0.125,0.1111111111111111,0.1111111111111111,0,0.125,600,1
267,combined_ab,0,6,False,False,196.0,6,0.75,0.34318555008210183,0.8308702791461412,0,0.125,26,0
268,combined_ab,0,7,False,False,316.125,7,0.875,0.047619047619047616,5.394897959183674,1,0.125,1200,0
269,combined_ab,3,6,False,True,280.25,6,0.75,5.6923076923076925,9.794871794871796,0,0.375,13,0
270,combined_ab,5,8,False,True,297.625,8,1.0,0.09090909090909091,0.21212121212121213,1,0.625,22,0
271,combined_ab,0,5,False,False,335.0,5,0.625,0.9032258064516129,2.2064516129032254,0,0.25,30,0
272,combined_ab,0,5,False,False,199.75,5,0.625,0.2857142857142857,0.3428571428571428,0,0.5,75,0
273,combined_ab,0,6,False,False,156.75,6,0.75,0.6,0.6,0,0.75,40,2
274,combined_ab,0,1,False,False,321.625,1,0.125,0.6842105263157895,0.6842105263157895,0,0.125,6,0
275,combined_ab,1,5,False,True,213.25,5,0.625,0.5,2.875,0,0.25,20,0
276,combined_ab,0,8,False,False,348.0,8,1.0,0.43333333333333335,0.8227083333333334,0,0.25,1800,0
277,combined_ab,1,8,False,True,322.875,8,1.0,0.2857142857142857,2.979591836734694,0,0.375,2,0
278,combined_ab,5,5,False,True,226.625,5,0.625,,,0,0.625,75,0
279,combined_ab,0,7,False,False,279.5,7,0.875,0.14285714285714285,0.4387755102040816,0,0.375,6,0
280,combined_ab,4,6,True,True,294.125,6,0.75,0.5,0.6875,0,0.5,16,0
281,combined_ab,7,7,True,True,301.0,7,0.875,,,0,0.875,15,0
282,combined_ab,0,1,False,False,137.375,1,0.125,0.3333333333333333,0.3333333333333333,0,0.125,2,1
283,combined_ab,0,6,False,False,409.75,6,0.75,0.2,0.4240740740740742,0,0.25,1250,0
284,combined_ab,5,6,True,True,293.375,6,0.75,0.14285714285714285,0.14285714285714285,0,0.625,140,0
285,combined_ab,2,3,False,True,189.125,3,0.375,0.23529411764705882,0.23529411764705882,0,0.25,17000,0
286,combined_ab,7,7,False,True,204.75,7,0.875,,,0,0.875,45,0
287,combined_ab,0,4,False,False,346.75,4,0.5,0.375,0.609375,0,0.25,2000,0
288,combined_ab,2,8,False,True,313.375,8,1.0,0.25,0.625,0,0.5,40,0
289,combined_ab,0,0,False,False,201.25,0,0.0,,,0,0.0,,0
290,combined_ab,3,8,True,True,305.125,8,1.0,0.5,0.7666666666666667,0,0.375,12,0
291,combined_ab,0,0,False,False,386.5,0,0.0,,,0,0.0,,0
292,combined_ab,0,6,False,False,268.75,6,0.75,0.16666666666666666,0.27777777777777773,0,0.375,42,0
293,combined_ab,0,3,False,False,267.75,3,0.375,0.75,1.9166666666666667,0,0.125,56,1
294,combined_ab,0,0,False,False,223.5,0,0.0,,,0,0.0,,2
295,combined_ab,0,6,False,False,464.125,6,0.75,0.3333333333333333,6.938271604938271,0,0.25,36,0
296,combined_ab,1,3,False,True,384.75,3,0.375,2.5,2.75,0,0.125,960,0
297,combined_ab,2,4,False,True,251.75,4,0.5,2.0,2.0,0,0.25,-3,0
298,combined_ab,0,0,False,False,187.625,0,0.0,,,0,0.0,,0
299,combined_ab,0,6,False,False,318.375,6,0.75,0.01440922190201729,2.2190201729106627,1,0.125,9000,2
300,combined_ab,0,7,False,False,375.75,7,0.875,0.11627906976744186,0.3289036544850498,0,0.375,240,0
301,combined_ab,1,6,False,True,356.25,6,0.75,1.03125,1.40625,0,0.5,80,0
302,combined_ab,0,6,False,False,249.375,6,0.75,0.75,3.7083333333333335,0,0.375,48,0
303,combined_ab,0,0,False,False,226.375,0,0.0,,,0,0.0,,0
304,combined_ab,1,7,False,True,302.625,7,0.875,0.1,0.5000000000000001,0,0.125,6,0
305,combined_ab,0,3,False,False,196.0,3,0.375,1.2,2.2266666666666666,0,0.125,75,0
306,combined_ab,0,2,False,False,326.375,2,0.25,0.7916666666666666,1.3541666666666667,0,0.125,7000,0
307,combined_ab,1,7,False,True,333.125,7,0.875,0.25,0.25,0,0.75,12,0
308,combined_ab,0,0,False,False,98.875,0,0.0,,,0,0.0,,2
309,combined_ab,0,1,False,False,242.0,1,0.125,0.2,0.2,0,0.125,20,2
310,combined_ab,0,5,False,False,285.0,5,0.625,0.125,0.7,0,0.25,180,0
311,combined_ab,0,2,False,False,255.5,2,0.25,0.3333333333333333,0.5555555555555556,0,0.125,2,1
312,combined_ab,0,6,False,False,265.125,6,0.75,0.02097902097902098,0.4708624708624709,1,0.25,130,0
313,combined_ab,0,8,False,False,269.125,8,1.0,0.5,5.625,0,0.25,1,0
314,combined_ab,0,0,False,False,219.0,0,0.0,,,0,0.0,,0
315,combined_ab,0,6,False,False,458.375,6,0.75,0.11764705882352941,0.6274509803921569,0,0.25,15,0
316,combined_ab,0,1,False,False,169.375,1,0.125,0.3835616438356164,0.3835616438356164,0,0.125,45,0
317,combined_ab,2,8,False,True,355.375,8,1.0,0.14285714285714285,0.38095238095238093,0,0.25,10000,0
318,combined_ab,0,5,False,False,425.25,5,0.625,0.23863636363636365,0.5579545454545455,0,0.125,670,0
319,combined_ab,0,5,False,False,348.0,5,0.625,0.06451612903225806,0.17419354838709675,1,0.25,26,0
320,combined_ab,5,6,False,True,288.625,6,0.75,0.5,0.5,0,0.625,10,0
321,combined_ab,0,6,False,False,323.25,6,0.75,0.04807692307692308,0.2692307692307692,1,0.125,83,0
322,combined_ab,5,5,True,True,200.0,5,0.625,,,0,0.625,13,0
323,combined_ab,0,1,False,False,220.625,1,0.125,0.5,0.5,0,0.125,19,2
324,combined_ab,1,8,False,True,339.625,8,1.0,0.5714285714285714,0.9009183673469386,0,0.125,150000,0
325,combined_ab,0,8,False,False,285.25,8,1.0,0.6666666666666666,0.875,0,0.5,5,0
326,combined_ab,0,7,False,False,418.375,7,0.875,0.391304347826087,1.5013664596273295,0,0.25,2250,0
327,combined_ab,0,0,False,False,192.25,0,0.0,,,0,0.0,,1
328,combined_ab,0,2,False,False,465.875,2,0.25,0.2857142857142857,28.214285714285715,0,0.125,1000,0
329,combined_ab,0,2,False,False,138.875,2,0.25,0.6521739130434783,0.6521739130434783,0,0.25,32,0
330,combined_ab,0,7,False,False,346.0,7,0.875,0.3333333333333333,1.755952380952381,0,0.25,1,0
331,combined_ab,0,1,False,False,319.125,1,0.125,0.6666666666666666,0.6666666666666666,0,0.125,4,0
332,combined_ab,0,1,False,False,482.25,1,0.125,0.3333333333333333,0.3333333333333333,0,0.125,42,1
333,combined_ab,0,7,False,False,358.875,7,0.875,0.5652173913043478,1.8467908902691512,0,0.5,5,0
334,combined_ab,3,5,False,True,270.75,5,0.625,0.1111111111111111,0.1111111111111111,0,0.375,9,0
335,combined_ab,1,7,False,True,304.375,7,0.875,0.75,222.33333333333334,0,0.125,10220,0
336,combined_ab,7,8,True,True,199.5,8,1.0,0.5,0.5,0,0.875,18,0
337,combined_ab,1,6,False,True,246.125,6,0.75,0.11764705882352941,0.6117647058823529,0,0.25,15,1
338,combined_ab,0,6,False,False,199.0,6,0.75,0.14285714285714285,0.16666666666666666,0,0.625,6,0
339,combined_ab,0,4,False,False,274.125,4,0.5,0.32142857142857145,0.5232142857142857,0,0.125,95,0
340,combined_ab,4,5,True,True,287.25,5,0.625,0.7142857142857143,0.7142857142857143,0,0.5,28,0
341,combined_ab,0,0,False,False,221.25,0,0.0,,,0,0.0,,0
342,combined_ab,5,7,True,True,204.75,7,0.875,0.36363636363636365,0.40909090909090906,0,0.625,110,0
343,combined_ab,1,2,True,True,278.375,2,0.25,1.0,1.0,0,0.125,30,0
344,combined_ab,0,8,False,False,340.375,8,1.0,0.8,2.8375000000000004,0,0.5,4,0
